strain,sequenced,genome_length_bp,n_small_circular_contigs,n_prophages_depht,n_prophages_html,prophage_names,prophage_lengths,prophage_coords,n_defense_df,n_rm_df,rm_subtypes,df_system_types,df_subtypes,n_defense_padloc,n_rm_padloc,n_rm_dedup,total_defense_systems,assembly_type,species,subspecies,institution,country,eop_phages_tested,eop1_full_count,eop1_fraction,dcc,prophage_clusters,n_prophage_clusters,eop1_phages,eop1_count,eop_partial_phages,eop_partial_count,morphology,morphology_flag,...36,killing_phages,killing_count,killing_flag,phage_susceptible,phage_partial_infection,n_defense_islands,n_defense_island_systems,defense_island_types,defense_island_spots
GD276A,TRUE,5026869,2,2,2,prophiGD276A-1|prophiGD276A-2,62416|74324,1139571-1201625|3525521-3598270,9,3,RM_I|RM_IIG,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|Lamassu_Cap4|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,16,1,3,25,NA,M. abscessus,massiliense,The University of North Carolina at Chapel Hill,NA,37,5,0.1351,DCC7,HA|HG,2,Muddy|Muddy_HRM-GD04|8UZL|Maco6|BPs(GD272),5,NA,0,R,FALSE,TRUE,BPs|Muddy,2,TRUE,TRUE,FALSE,3,4,AbiAlpha|CBASS|Other_Type_IV|RM_Type_IIG,spot_14|spot_44
GD276B,TRUE,5026869,2,2,2,prophiGD276B-1|prophiGD276B-2,62416|74324,1139571-1201625|3525521-3598270,9,3,RM_I|RM_IIG,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|Lamassu_Cap4|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,16,1,3,25,NA,M. abscessus,massiliense,The University of North Carolina at Chapel Hill,NA,36,1,0.0278,DCC7,HA|HG,2,8UZL,1,Muddy|Muddy_HRM-GD04|Maco6,3,S,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,3,4,AbiAlpha|CBASS|Other_Type_IV|RM_Type_IIG,spot_14|spot_44
GD277,TRUE,5058159,0,0,0,NA,NA,NA,13,3,RM_I|RM_IIG,AbiAlpha|Aristaios|Armada|Avs|CBASS|Dag|RM_Type_I|RM_Type_IIG|Shedu|Wadjet,AbiAlpha|Aristaios|Armada_Type_I|Avs12|CBASS_II_Phospholipase|CBASS_I_TM|Dag|N6_RM_Type_I|N6_RM_Type_IIG|Shedu|Wadjet_I,13,1,2,26,NA,M. chelonae,NA,San Diego Infectious Disease,USA,36,0,0,NA,NA,0,NA,0,Adephagiadel43del45,1,S,FALSE,FALSE,NA,0,FALSE,FALSE,TRUE,0,0,NA,NA
GD278,TRUE,4918536,0,1,1,prophiGD278_1-1,56606,73223-129383,3,0,NA,AbiAlpha|Other_Type_IV|Wadjet,AbiAlpha|Other_Type_IV|Wadjet_I,6,0,0,9,NA,M. abscessus,bolletii,"Canton, GA",USA,34,9,0.2647,Non-DCC,HE,1,Muddy|Muddy_HRM-GD04|ZoeJdel43-45|Isca_cpm1|phi-T45|8UZL|Maco6|phiGD89A-1|Elmo_HRMmc(2)155,9,CrimD del del|D29_HRM_GD40|Fred313_cpm1|MissWhite_D29_HRM|D29|D29_HRM_GD150,6,R,FALSE,TRUE,Muddy|Isca|ZoeJ,3,TRUE,TRUE,TRUE,1,1,Wadjet,NA
GD279,TRUE,5549513,0,1,1,prophiGD279_5-1,54643,281812-336121,12,2,RM_III|RM_IIG,AbiAlpha|AbiE|CBASS|Cas|Charlie_gp32|Dag|RM_Type_IIG|RM_Type_III|RloC|RosmerTA|VP1853|Wadjet,AbiAlpha|AbiE|CAS_Class1-Subtype-IV-B|CBASS_II_Phospholipase|Charlie_gp32|Dag|N6_N4_RM_Type_III|N6_RM_Type_IIG|RloC|RosmerTA|VP1853|Wadjet_I,17,2,2,29,NA,M. abscessus,abscessus,University of Chicago,NA,36,0,0,DCC4,HG,1,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,7,10,AbiAlpha|AbiE|CBASS|Cas|Dag|RM_Type_IIG|RM_Type_III|RloC|RosmerTA|VP1853,spot_0|spot_34
GD28,TRUE,4815955,0,0,0,NA,NA,NA,7,1,RM_III,AbiAlpha|Avs|DS-20|RM_Type_III|RosmerTA|Wadjet,AbiAlpha|Avs5|Avs7|DS-20|N6_N4_RM_Type_III|RosmerTA|Wadjet_I,8,0,1,15,NA,M. abscessus,abscessus,Duke University,NA,14,0,0,DCC4,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,3,3,Avs|RM_Type_III|RosmerTA,spot_124|spot_19|spot_39
GD280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of Virginia Medical Center,USA,36,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD281A,TRUE,5125083,2,0,0,NA,NA,NA,12,3,RM_I|RM_IIG,AbiAlpha|Armada|Cas|Dag|PhiR47_GevAT|RM_Type_I|RM_Type_IIG|RosmerTA|VP1853|Wadjet,AbiAlpha|Armada_Type_II|CAS_Class1-Subtype-IV-B|Dag|N6_RM_Type_I|N6_RM_Type_IIG|PhiR47_GevAT|RosmerTA|VP1853|Wadjet_I,14,1,2,26,NA,M. abscessus,abscessus,"UT Southwest Medical, Dallas, Texas",NA,36,0,0,DCC5,NA,0,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,2,2,PhiR47_GevAT|Wadjet,NA
GD281B,TRUE,5125428,2,0,0,NA,NA,NA,12,3,RM_I|RM_IIG,AbiAlpha|Armada|Cas|Dag|PhiR47_GevAT|RM_Type_I|RM_Type_IIG|RosmerTA|VP1853|Wadjet,AbiAlpha|Armada_Type_II|CAS_Class1-Subtype-IV-B|Dag|N6_RM_Type_I|N6_RM_Type_IIG|PhiR47_GevAT|RosmerTA|VP1853|Wadjet_I,14,1,2,26,NA,M. abscessus,abscessus,"UT Southwest Medical, Dallas, Texas",NA,36,0,0,DCC5,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,1,1,PhiR47_GevAT,NA
GD282A,TRUE,5451951,0,0,0,NA,NA,NA,5,2,RM_I,AbiE|Ceres|Esos|RM_Type_I,AbiE|Ceres|Esos|N6_RM_Type_I,12,2,2,17,NA,M. avium,NA,Rady Children's Hospital-San Diego,USA,36,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD282B,TRUE,5444215,0,0,0,NA,NA,NA,5,2,RM_I,AbiE|Ceres|Esos|RM_Type_I,AbiE|Ceres|Esos|N6_RM_Type_I,12,2,2,17,NA,M. avium,NA,Rady Children's Hospital-San Diego,USA,36,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,0,0,NA,NA
GD283A,TRUE,5046128,1,2,2,prophiGD283A_12-1|prophiGD283A_6-1,56085|62416,2231-57941|73191-135245,9,3,RM_I|RM_IIG,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|Lamassu_Cap4|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,15,1,3,24,NA,M. abscessus,massiliense,The University of North Carolina at Chapel Hill,NA,36,0,0,DCC7,HG|HA,2,NA,0,Muddy|Muddy_HRM-GD04|8UZL,3,S,FALSE,TRUE,Muddy,1,TRUE,TRUE,TRUE,5,5,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_IIG,spot_14|spot_44
GD283B,TRUE,5040519,1,2,2,prophiGD283B_12-1|prophiGD283B_6-1,56085|62416,101103-156813|73191-135245,9,3,RM_I|RM_IIG,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|Lamassu_Cap4|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,15,1,3,24,NA,M. abscessus,massiliense,The University of North Carolina at Chapel Hill,NA,36,4,0.1111,DCC7,HG|HA,2,Muddy|Muddy_HRM-GD04|8UZL|Maco6,4,NA,0,R,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,7,7,AbiAlpha|Lamassu-Fam|Other_Type_IV|RM_Type_I|Wadjet,spot_11|spot_14|spot_15
GD284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Université de Sherbrooke,Canada,36,0,0,NA,NA,0,NA,0,NA,0,S,TRUE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD285,TRUE,5151379,0,1,1,prophiGD285_2-1,55612,518016-573493,6,0,NA,AbiAlpha|Aristaios|Cas|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|CAS_Class1-Subtype-IV-B|Dnd_ABCDE|Hna|Wadjet_I,11,0,0,17,NA,M. abscessus,abscessus,"Mayo Clinic of Rochester, Minnesota",USA,36,10,0.2778,DCC1,A1,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|D29_HRM_GD40|phiGD89A-1|phiGD34-2|phiGD21-1|GD59SF/phiGD57-1|Faith1|Faith1GD69,10,Itos|phiGD22-1,2,R,FALSE,TRUE,BPs|Itos|D29|phAK2,4,TRUE,TRUE,TRUE,2,4,AbiAlpha|Dnd|Hna,spot_32
GD286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,The University of North Carolina at Chapel Hill,NA,36,0,0,NA,NA,0,NA,0,8UZL,1,R,FALSE,TRUE,Muddy,1,TRUE,TRUE,TRUE,0,0,NA,NA
GD287,TRUE,4948898,0,1,1,prophiGD287_13-1,55040,215-55011,7,1,RM_III,AbiAlpha|CBASS|Dag|RM_Type_III|RloC|RosmerTA|Wadjet,AbiAlpha|CBASS_II_Phospholipase|Dag|N6_N4_RM_Type_III|RloC|RosmerTA|Wadjet_I,12,1,1,19,NA,M. abscessus,abscessus,"Imperial College, London",NA,36,4,0.1111,DCC4,A1,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|CrimD del del|Itos,4,BPsREM1del33|Faith1|Faith1GD69,3,S,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,2,2,AbiAlpha|Dag,spot_88
GD288,TRUE,4953818,0,2,2,prophiGD288_3-1|prophiGD288_8-1,64402|60552,289352-352198|85457-145648,5,2,RM_I|RM_IIG,AbiAlpha|RM_Type_I|RM_Type_IIG|Shedu|Wadjet,AbiAlpha|N6_RM_Type_I|N6_RM_Type_IIG|Shedu|Wadjet_I,11,1,2,16,NA,M. abscessus,massiliense,New South Wales,NA,36,0,0,DCC3,A1|IA,2,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,2,3,RM_Type_I|RM_Type_IIG|Shedu,spot_13|spot_39
GD289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,UPMC Pittsburgh,NA,36,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD29,TRUE,5277124,0,2,2,prophiGD29_23-1|prophiGD29_9-1,56336|36669,24628-80495|195481-232022,6,1,RM_IIG,AbiAlpha|Avs|CBASS|RM_Type_IIG|RosmerTA|Wadjet,AbiAlpha|Avs5|CBASS_II_Phospholipase|N6_RM_Type_IIG|RosmerTA|Wadjet_I,10,1,1,16,NA,M. abscessus,abscessus,Duke University,NA,25,0,0,DCC5,HC|HN,2,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,4,4,AbiAlpha|CBASS|RosmerTA|Wadjet,NA
GD290,TRUE,5219812,0,3,3,prophiGD290_1-1|prophiGD290_10-1|prophiGD290_7-1,56881|36555|25294,261249-316485|1885-38285|7004-31215,8,2,RM_II|RM_III,AbiAlpha|AbiD|Aristaios|Dnd|Hna|RM_Type_II|RM_Type_III|Wadjet,AbiAlpha|AbiD|Aristaios|Dnd_ABCDE|Hna|N6_N4_RM_Type_III|N6_RM_Type_II_PDDEXK|Wadjet_I,12,1,2,20,NA,M. abscessus,abscessus,"Barcelona, Spain",NA,36,0,0,DCC1,HG|HC|HH,3,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,3,3,AbiAlpha|Dnd|Wadjet,spot_32|spot_34
GD291,TRUE,5320994,1,3,3,prophiGD291_1-1|prophiGD291_1-2|prophiGD291_5-1,49767|58515|45611,368957-418577|907883-966104|121398-166872,7,1,RM_IIG,AbiAlpha|Avs|Butters_gp57r|Kiwa|Other_Type_IV|RM_Type_IIG|Wadjet,AbiAlpha|Avs4|Butters_gp57r|Kiwa|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,13,1,1,20,NA,M. abscessus,bolletii,"Barcelona, Spain",NA,36,4,0.1111,Non-DCC,HC|HE|HO,3,Muddy|Muddy_HRM-GD04|8UZL|Maco6,4,NA,0,S,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,2,2,Butters_gp57r|Kiwa,spot_48|spot_49
GD292,TRUE,4979094,0,1,1,prophiGD292_8-1,60478,22804-82884,6,3,RM_I|RM_IIG,AbiAlpha|RM_Type_I|RM_Type_IIG|Shedu|Wadjet,AbiAlpha|N6_RM_Type_I|N6_RM_Type_IIG|Shedu|Wadjet_I,10,0,3,16,NA,M. abscessus,massiliense,"Barcelona, Spain",NA,36,2,0.0556,DCC3,IA,1,phiGD89A-1|phiGD34-2,2,Itos|phi-T45|Faith1GD69,3,R,FALSE,FALSE,NA,0,FALSE,TRUE,TRUE,2,3,RM_Type_I|RM_Type_IIG|Shedu,spot_13
GD293,TRUE,5047702,0,1,1,prophiGD293_18-1,47056,23-47051,6,0,NA,AbiAlpha|Aristaios|CBASS|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|Wadjet_I,11,0,0,17,NA,M. abscessus,abscessus,NYU Langone Medical Center,USA,36,19,0.5278,DCC1,HA,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|Itos|D29_HRM_GD40|phi-T45|phiGD57-1|phiGD17-1|phiGD24-3|phiGD89A-1|phiGD20-1|phiGD22-1|phiGD34-2|phiGD21-1|phiGD23-1|GD59SF/phiGD57-1|Faith1|Faith1GD69|D29_HRM_GD150,19,NA,0,R,FALSE,TRUE,BPs|phAK2,2,TRUE,TRUE,FALSE,0,0,NA,NA
GD294,TRUE,5324434,0,2,2,prophiGD294_22-1|prophiGD294_3-1,56337|44843,264-56131|62572-106379,5,1,RM_IIG,AbiAlpha|CBASS|RM_Type_IIG|RosmerTA|Wadjet,AbiAlpha|CBASS_II_Phospholipase|N6_RM_Type_IIG|RosmerTA|Wadjet_I,10,1,1,15,NA,M. abscessus,abscessus,The University of North Carolina at Chapel Hill,NA,36,0,0,DCC5,HC|HN,2,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,2,2,RosmerTA|Wadjet,NA
GD295A,TRUE,5231037,1,1,1,prophiGD295A_7-1,61774,336311-397632,9,1,RM_III,AbiAlpha|AbiD|Aristaios|CBASS|Dnd|Hna|RM_Type_III|VP1853|Wadjet,AbiAlpha|AbiD|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|N6_N4_RM_Type_III|VP1853|Wadjet_I,11,0,1,20,NA,M. abscessus,abscessus,Univ. of Colorado,USA,36,0,0,DCC1,HA,1,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,2,2,Dnd|Hna,spot_32|spot_34
GD295B,TRUE,5231556,0,1,1,prophiGD295B_8-1,61774,8063-69384,8,1,RM_III,AbiAlpha|AbiD|Aristaios|CBASS|Dnd|Hna|RM_Type_III|Wadjet,AbiAlpha|AbiD|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|N6_N4_RM_Type_III|Wadjet_I,12,0,1,20,NA,M. abscessus,abscessus,Univ. of Colorado,USA,36,0,0,DCC1,HA,1,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,1,1,Aristaios,spot_49
GD296,TRUE,5102859,0,0,0,NA,NA,NA,10,2,RM_III|RM_IIG,AbiAlpha|CBASS|Dag|RM_Type_IIG|RM_Type_III|RloC|RosmerTA|VP1853|Wadjet,AbiAlpha|CBASS_II_Phospholipase|Dag|N6_N4_RM_Type_III|N6_RM_Type_IIG|RloC|RosmerTA|VP1853|Wadjet_I,16,2,2,26,NA,M. abscessus,abscessus,Methodist Hospital Omaha NE,USA,36,0,0,DCC4,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,4,5,CBASS|RM_Type_IIG|RosmerTA|VP1853|Wadjet,spot_0|spot_3
GD297,TRUE,5128144,2,2,2,prophiGD297_2-1|prophiGD297_3-1,58479|40079,2700-59837|446328-485800,8,0,NA,AbiAlpha|Aristaios|CBASS|Dag|Dnd|Hna|VP1853|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dag|Dnd_ABCDE|Hna|VP1853|Wadjet_I,13,0,0,21,NA,M. abscessus,abscessus,"Imperial College, London",NA,36,0,0,DCC1,HA|HB,2,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,4,4,AbiAlpha|Dag|Dnd|Wadjet,spot_32|spot_6
GD298,TRUE,5106382,0,2,2,prophiGD298_2-1|prophiGD298_5-1,49566|52874,433947-482993|275892-327260,4,2,RM_I|RM_III,AbiAlpha|RM_Type_I|RM_Type_III|Wadjet,AbiAlpha|N6_N4_RM_Type_III|N6_RM_Type_I|Wadjet_I,9,0,2,13,NA,M. abscessus,abscessus,Université de Sherbrooke,Canada,36,0,0,DCC5,HC|HG,2,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,3,3,RM_Type_I|RM_Type_III|Wadjet,spot_26|spot_59
GD299,TRUE,5116215,1,2,2,prophiGD299_11-1|prophiGD299_23-1,40079|51672,69176-108648|97-51442,7,0,NA,AbiAlpha|Aristaios|CBASS|Dag|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dag|Dnd_ABCDE|Hna|Wadjet_I,12,0,0,19,NA,M. abscessus,abscessus,"Mayo Clinic of Rochester, Minnesota",USA,36,0,0,DCC1,HB|HC,2,NA,0,phi-T45,1,R,FALSE,FALSE,NA,0,FALSE,FALSE,TRUE,4,4,AbiAlpha|CBASS|Dag|Dnd,spot_0|spot_3|spot_34
GD30,TRUE,4983125,0,0,0,NA,NA,NA,9,3,RM_I|RM_IIG,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|Lamassu_Cap4|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,14,1,3,23,NA,M. abscessus,massiliense,Duke University,NA,13,2,0.1538,DCC7,NA,0,Muddy|Muddy_HRM-GD04,2,NA,0,R,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,3,4,CBASS|Lamassu-Fam|RM_Type_I|Wadjet,spot_44|spot_7
GD300A,TRUE,5044498,1,2,2,prophiGD300A_13-1|prophiGD300A_8-1,56085|54864,101103-156813|23-54562,9,3,RM_I|RM_IIG,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|Lamassu_Cap4|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,15,1,3,24,NA,M. abscessus,massiliense,The University of North Carolina at Chapel Hill,NA,36,4,0.1111,DCC7,HG|HA,2,Muddy|Muddy_HRM-GD04|8UZL|Maco6,4,NA,0,R,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,2,5,CBASS|RM_Type_I|RM_Type_IIG,spot_44
GD300B,TRUE,5046922,1,2,2,prophiGD300B_10-1|prophiGD300B_6-1,56085|59334,2231-57941|371223-430535,9,3,RM_I|RM_IIG,AbiAlpha|CBASS|Lamassu-Fam|Other_Type_IV|RM_Type_I|RM_Type_IIG|Wadjet,AbiAlpha|CBASS_II_Phospholipase|CBASS_I_TM|Lamassu_Cap4|N6_RM_Type_I|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,15,1,3,24,NA,M. abscessus,massiliense,The University of North Carolina at Chapel Hill,NA,36,3,0.0833,DCC7,HG|HA,2,Muddy|Muddy_HRM-GD04|8UZL,3,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,1,2,CBASS|RM_Type_IIG,spot_44
GD301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Mayo Clinic of Rochester, Minnesota",USA,36,0,0,NA,NA,0,NA,0,NA,0,S,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD302,TRUE,5104793,1,2,2,prophiGD302_1-1|prophiGD302_9-1,44721|56207,301848-346421|191090-245955,6,0,NA,AbiAlpha|Aristaios|CBASS|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dnd_ABCDE|Hna|Wadjet_I,11,0,0,17,NA,M. abscessus,abscessus,"Mayo Clinic of Rochester, Minnesota",USA,36,4,0.1111,DCC1,HO|HA,2,BPsREM1del33|phi-T45|phiGD89A-1|phiGD34-2,4,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|Itos|Maco6|phiGD17-1|phiGD24-3|phiGD20-1|phiGD23-1|Faith1|Faith1GD69,10,R,FALSE,TRUE,BPs|phAK2,2,TRUE,TRUE,TRUE,2,2,AbiAlpha|CBASS,spot_3|spot_32
GD303,TRUE,4875993,0,0,0,NA,NA,NA,4,1,RM_IIG,AbiAlpha|Other_Type_IV|RM_Type_IIG|Wadjet,AbiAlpha|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,8,1,1,12,NA,M. abscessus,bolletii,"St. Thoma's Hospital, London",NA,36,7,0.1944,Non-DCC,NA,0,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|Muddy|Muddy_HRM-GD04|Fionnbharthdel45del47|8UZL,7,Maco6,1,R,FALSE,TRUE,BPs|Muddy|Fionnbharth,3,TRUE,TRUE,TRUE,2,2,Other_Type_IV|Wadjet,NA
GD304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,University of CA Consort,USA,36,0,0,NA,NA,0,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,0,0,NA,NA
GD305A,TRUE,4834482,1,0,0,NA,NA,NA,6,2,RM_II|RM_IIG,AbiAlpha|Butters_gp30_gp31|Other_Type_IV|RM_Type_II|RM_Type_IIG|Wadjet,AbiAlpha|Butters_gp30_gp31|DNA_met_RM_Type_II_PDDEXK|N6_RM_Type_IIG|Other_Type_IV|Wadjet_I,11,2,2,17,NA,M. abscessus,bolletii,University of South Florida Morsani College of Medicine,NA,36,0,0,Non-DCC,NA,0,NA,0,NA,0,S,FALSE,TRUE,Muddy,1,TRUE,TRUE,FALSE,1,1,Other_Type_IV,NA
GD305B,TRUE,5206860,2,1,1,prophiGD305B_3-1,52875,405521-456890,9,2,RM_IIG,AbiAlpha|Armada|BREX|DRT|RM_Type_IIG|RloC|VP1853|Wadjet,AbiAlpha|Armada_Type_II|BREX_I|DRT9|N6_RM_Type_IIG|RloC|VP1853|Wadjet_I,14,1,1,23,NA,M. abscessus,abscessus,University of South Florida Morsani College of Medicine,NA,36,0,0,Non-DCC,HG,1,NA,0,NA,0,R,FALSE,FALSE,NA,0,FALSE,FALSE,FALSE,4,6,Armada|BREX|DRT|RM_Type_IIG|Wadjet,spot_26|spot_60
GD306A,TRUE,4889033,0,1,1,prophiGD306A_3-1,50838,179437-229755,8,2,RM_III|RM_IIG,AbiAlpha|CBASS|Dag|RM_Type_IIG|RM_Type_III|RloC|RosmerTA|Wadjet,AbiAlpha|CBASS_II_Phospholipase|Dag|N6_N4_RM_Type_III|N6_RM_Type_IIG|RloC|RosmerTA|Wadjet_I,13,1,2,21,NA,M. abscessus,abscessus,St Vincent's Hospital Sydney,NA,36,0,0,DCC4,HC,1,NA,0,NA,0,S,FALSE,NA,NA,NA,NA,NA,FALSE,3,3,AbiAlpha|CBASS|Dag,spot_3|spot_88
GD306B,TRUE,4939341,0,1,1,prophiGD306B_2-1,50838,523333-573651,8,2,RM_III|RM_IIG,AbiAlpha|CBASS|Dag|RM_Type_IIG|RM_Type_III|RloC|RosmerTA|Wadjet,AbiAlpha|CBASS_II_Phospholipase|Dag|N6_N4_RM_Type_III|N6_RM_Type_IIG|RloC|RosmerTA|Wadjet_I,13,1,2,21,NA,M. abscessus,abscessus,St Vincent's Hospital Sydney,NA,36,4,0.1111,DCC4,HC,1,BPsdel33HTH_HRM10|BPsdel33HTH_HRM-GD03|BPsREM1del33|CrimD del del,4,Fionnbharthdel45del47|Adephagiadel43del45,2,R,FALSE,NA,NA,NA,NA,NA,TRUE,3,3,CBASS|Dag|RosmerTA,spot_3|spot_66|spot_88
GD307,TRUE,5129535,1,2,2,prophiGD307_5-1|prophiGD307_6-1,40079|58479,179038-218510|292355-349492,7,0,NA,AbiAlpha|Aristaios|CBASS|Dag|Dnd|Hna|Wadjet,AbiAlpha|Aristaios|CBASS_II_Phospholipase|Dag|Dnd_ABCDE|Hna|Wadjet_I,13,0,0,20,NA,M. abscessus,abscessus,National Jewish Health,NA,36,1,0.0278,DCC1,HB|HA,2,phi-T46,1,NA,0,S,FALSE,FALSE,NA,0,FALSE,TRUE,FALSE,3,3,CBASS|Dag|Hna,spot_0|spot_3
GD307-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,National Jewish Health,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
GD307-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,National Jewish Health,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
